author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Albert A. Bennett	William Kneale. Probability and induction. Clarendon Press, Oxford1949, viii + 264 pp.	1949	14	3	187-188	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Alfred Tarski. A decision method for elementary algebra and geometry. U. S. Air Force Project Rand, R-109. Prepared for publication by J. C. C. McKinsey. Litho-printed. The Rand Corporation, Santa Monica, California, 1948, iii + 60 pp.	1949	14	3	188-188	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	Alfred Tarski. Cardinal algebras. Oxford University Press, New York1949, xii + 326 pp. - Bjarni Jońsson and Alfred Tarski. Cardinal products of isomorphism types. Appendix of the foregoing, pp. 253–312.	1949	14	3	188-189	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
O. V. Zich	Andrzej Mostowski. Logika matematyczna. Kurs uniwersytecki. (Logique mathématique. Cours donné à l'Université.) Monografie matematyczne, t. 18. Varsovie et Wrocław1948, VIII + 388 pp.	1949	14	3	189-190	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
W. Ackermann	Willard V. Quine. Theory of deduction. Parts I–IV. Mimeographiert. Harvard Cooperative Society, Cambridge, Mass., 1948, 156 S.	1949	14	3	190-191	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Gisbert Hasenjaeger	Alice Ambrose und Morris Lazebowitz. Fundamentals of symbolic logic. Rinehart & Company, Inc., New York1948, ix + 310 S.	1949	14	3	191-191	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	Raphael M. Robinson. Recursion and double recursion. Bulletin of the American Mathematical Society, Bd. 54 (1948), S. 987–993.	1949	14	3	191-192	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
A. Borel; E. Specker	Olivier Costa de Beauregard. Extension d'une théorie de M. J. de Neumann au cas des projecteurs non commutables. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), Bd. 221 (1945), S. 230–231.	1949	14	3	192-193	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Adolf Meyer-Abich. Joachim Jungius—ein Philosoph vor Leibniz. Beiträge zur Leibniz-Forschung, Monographien zur philosophischen Forschung herausgegeben von Dr. Georgi Schischkoff vol. 1, Gryphius-Verlag, Reutlingen1947, pp. 138–152.	1949	14	3	193-193	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	André Chauvin. Généralisation du théorème de Gödel. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 222 (1949), pp. 1179–1180.	1949	14	3	193-193	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Andre Chauvin. Structure logiques. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 222 (1949), pp. 1085–1087.	1949	14	3	193-193	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Georgi Schischkoff. Die gegenwärtige Logistik und Leibniz. Beiträge zur Leibniz-Forschung, Monographien zur philosophischen Forschung herausgegeben von Dr. Georgi Schischkoff vol. 1, Gryphius-Verlag, Reutlingen1947, pp. 224–240.	1949	14	3	194-194	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Georgi Schischkoff. Zum problem einer exakten Symbolik des philosophischen Denkens. Zeitschrift für philosophische Forschung, vol. 1 (1946–1947), pp. 314–355.	1949	14	3	194-195	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Robert Feys	Kurt Huber. Leibniz und wir. Zeitschrift für philosophische Forschung, vol. 1 (1946–1947), pp. 5–34.	1949	14	3	194-194	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
E. W. Beth	A. Heyting. Taal en teken in de wiskunde (Language and sign in mathematics). Algemeen Nederlands tijdschrift voor wijsbegeerte en psychologie, vol. 40 (1947–1948), pp. 121–131. Résumé (French), ibid., p. 131.	1949	14	3	195-195	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
E. W. Beth	Arend Heyting. Formal logic and mathematics. Synthese (Amsterdam), vol. 6 (1947–1948), pp. 275–282.	1949	14	3	195-195	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alfons Borgers	L. E. J. Brouwer. De non-aequivalentie van de constructieve en de negatieve orderelatie in het continuum (The non-equivalence of the constructive and the negative order relation in the continuum). Koninklijke Nederlandsche Akademie van Wetenschappen, Proceedings of the section of sciences, vol. 52 (1949), pp. 122–124; also Indagationes mathematicae , vol. 11 (1949), pp. 37–39.	1949	14	3	195-196	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
Alfons Borgers	Paul Lorenzen. Grundlagen der Mathematik. FIAT review of German science 1939–1946, Pure mathematics Part I; senior author Wilhelm Süss; published by Office of Military Government for Germany, Field Information Agencies Technical; printed under the supervision of Dieterich'sche Verlagsbuchhandlung, Wiesbaden1948; pp. 11–22.	1949	14	3	196-197	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	Alonzo Church. Conditioned disjunction as a primitive connective for the propositional calculus. Portugaliae mathematica, vol. 7 (1948), pp. 87–90.	1949	14	3	197-197	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alfons Borgers	Gottfried Köthe. Verbände. FIAT review of German science 1939–1946, Pure mathematics Part I; senior author Wilhelm Süss; published by Office of Military Government for Germany, Field Information Agencies Technical; printed under the supervision of Dieterich'sche Verlagsbuchhandlung, Wiesbaden1948; pp. 81–95.	1949	14	3	197-197	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alfons Borgers	H. Rasiowa. Sur un certain système d'axiomes du calcul des propositions. Norsk matematisk tidsskrift, vol. 31 (1949), pp. 1–3.	1949	14	3	197-197	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	Leon Henkin. Fragments of propositional calculus. The journal of symbolic logic, vol 14 (1949), pp. 42–48.	1949	14	3	197-198	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Erik Stenius. Natural implication and material implication. Theoria, vol. 13 (1947), pp. 136–156.	1949	14	3	198-198	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	S. Körner. On entailment. Proceedings of the Aristotelian Society, n.s. vol. 47 (1946–1947), pp. 143–162.	1949	14	3	199-200	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Sören Halldén. A question concerning a logical calculus related to Lewis' system of strict implication, which is of special interest for the study of entailment. Theoria, vol. 14 (1948), pp. 265–269.	1949	14	3	199-199	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Karl Britton. The nature of arithmetic: A reconsideration of Mill's views. Proceedings of the Aristotelian Society n.s. vol. 48 (1948), pp. 1–12.	1949	14	3	200-201	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Stuart Hampshire. Logical form. Proceedings of the Aristotelian Society n.s. vol. 48 (1948), pp. 37–58.	1949	14	3	200-200	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Karl Britton, J. O. Urmson, and W. Kneale. Are necessary truths true by convention?Aristotelian Society, supplementary volume XXI (1947), pp. 78–133.	1949	14	3	201-202	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	P. F. Strawson. Necessary propositions and entailment-statements. Mind, n.s. vol. 57 (1948), pp. 184–200.	1949	14	3	202-202	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	S. N. Hampshire. Mr. Strawson on necessary propositions and entailment-statements. Mind, n.s. vol. 57 (1948), pp. 364–357.	1949	14	3	202-203	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	P. T. Geach. Necessary propositions and entailment-statements. Mind, n.s. vol. 57 (1948), pp. 491–493.	1949	14	3	203-203	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Stuart Hampshire. Logical necessity. Philosophy, vol. 23 (1948), pp. 332–345.	1949	14	3	203-204	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Stuart Hampshire. Subjunctive conditionals. Analysis (Oxford), vol. 9 no. 1 (1948), pp. 9–14.	1949	14	3	203-203	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Arthur Francis Smullyan	Gustav Bergmann. Contextual definitions in non-extensional languages. The journal of symbolic logic, vol. 13 (1948), p. 140.	1949	14	3	204-204	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Arthur Francis Smullyan	Gustav Bergmann. Descriptions in non-extensional contexts. Philosophy of science, vol. 15 (1948), pp. 353–355.	1949	14	3	204-204	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Morris Lazerowitz	Richard Rudner. Formal and non-formal. Philosophy of science, vol. 16 (1949), pp. 41–48.	1949	14	3	204-205	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Morris Lazerowitz	Irving M. Copilowish. Language analysis and metaphysical inquiry. Philosophy of science, vol. 16 (1949), pp. 65–70.	1949	14	3	205-208	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Errata	1949	14	3	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
	JSL volume 14 issue 3 Cover and Front matter	1949	14	3	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
