author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Rulon Wells	Wilfrid Sellars. Putnam on synonymity and belief. Analysis (Oxford), vol. 15 no. 5 (1955), pp. 117–120.	1955	20	3	295-295	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Rulon Wells	Alonzo Church. On Carnap's analysis of statements of assertion and belief. A reprint of XVI 76(3). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 125–128. - Rudolf Carnap. On belief sentences. Reply to Alonzo Church. Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 128–131.	1955	20	3	296-296	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Rulon Wells	Arthur Pap. Belief, synonymity, and analysis. Philosophical studies, vol. 6 (1955), pp. 11–15.	1955	20	3	296-296	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Rulon Wells; Rudolf Carnap	Meaning and Synonymy in Natural Languages.	1955	20	3	296	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Rulon Wells	Rudolf Carnap. Meaning and synonymy in natural languages. Philosophical studies, vol. 6 (1955), pp. 33–47.	1955	20	3	296-297	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	Austin Duncan-Jones. Fugitive propositions. A reprint of XV 151(1). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 166–168. - Patrick Nowell Smith. Fugitive propositions. Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954, pp. 168–172. (Reprinted from Analysis, vol. 10 no. 5 (1950), pp. 100–103.)	1955	20	3	297-297	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	Bernard Mayo. Events and language. Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 173–180. (Reprinted from Analysis, vol. 10 no. 5 (1950), pp. 109–115.)	1955	20	3	297-297	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	L. Jonathan Cohen. Tense usage and propositions. Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 180–188. (Reprinted from Analysis, vol. 11 no. 4 (1951), pp. 80–87.)	1955	20	3	297-298	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	Patrick Nowell Smith. Postscript (1954). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 172–173.	1955	20	3	298-299	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	A. M. MacIver. Some questions about ‘know’ and ‘think.’ A reprint of III 158(2). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 88–96. - Austin Duncan-Jones. Further questions about ‘know’ and ‘think.’ A reprint of IV 37(9). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 96–106. - A. M. MacIver. Reply to Mr. Duncan-Jones. A reprint of IV 37(11). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 106–108. - Max Black. Saying and disbelieving. Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 109–119. (Reprinted from Analysis, vol. 13 no. 2 (1952), pp. 25–33.) - J. O. Urmson. Two of the senses of ‘probable.’ A reprint of XIII 176(13). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 191–199. - C. H. Whiteley. More about probability. A reprint of XIII 176(15). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 199–204. - Stuart Hampshire. Subjunctive conditionals. A reprint of XIV 203(2). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 204–210. - David Pears. Hypotheticals. A reprint of XV 215(3). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 210–226. - William Kneale. Natural laws and contrary-to-fact conditionals. A reprint of XVI 64(1). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 226–231. - C. Lewy. Truth and significance. A reprint of XIII 125(3). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 242–245. - Max Black. The semantic definition of truth. A reprint of XIII 150. Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 245–260.	1955	20	3	299-299	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	Frank B. Ebersole. Verb tenses as expressors and indicators. Analysis (Oxford), vol. 12 no. 5 (1952), pp. 101–113.	1955	20	3	299-301	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	P. F. Strawson. Truth. A reprint of XV 215(2). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 260–277.	1955	20	3	299-299	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
A. U. Turquette	Gilbert Ryle. Formal and informal logic. Dilemmas, The Tamer lectures 1953, by Gilbert Ryle, Cambridge University Press1954, pp. 111–129.	1955	20	3	301-302	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	K. Baier. Contradiction and absurdity. Analysis (Oxford), vol. 15 no. 2 (1954), pp. 31–40. [Cf. XX 299(4).] - D. J. O'Connor. Incompatible properties. Analysis (Oxford), vol. 15 no. 5 (1955), pp. 109–117. - D. G. Brown. Misconceptions of inference. Analysis (Oxford), vol. 15 no. 6 (1955), pp. 135–144.	1955	20	3	301-301	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alice Ambrose	L. Jonathan Cohen. Postscript (1954). Philosophy and analysis, A selection of articles published in Analysis between 1933-40 and 1947-53, edited by Margaret Macdonald; Basil Blackwell, Oxford1954, and Philosophical Library, New York 1954; pp. 188–190.	1955	20	3	301-301	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Naoto Yonemitsu	Alan Ross Anderson. Improved decision procedures for Lewis's calculus S4 and von Wright's calculus M. The journal of symbolic logic, vol. 19 (1954), pp. 201–214. - Alan Ross Anderson. Correction to a paper on modal logic. The journal of symbolic logic, vol. 20 (1955), p. 150. - Alan Ross Anderson. On alternative formulations of a modal system of Feysvon Wright. The journal of computing systems, vol. 1 no. 4 (1954), pp. 211–212.	1955	20	3	302-303	review	computability, recursion, and decidability	review-of-record entry reached			partial local page image; p. 302 reached, p. 303 not reached
Nicholas Rescher	Mary Prior and Arthur Prior. Erotetic logic. The philosophical review, vol. 64 (1955), pp. 43–59.	1955	20	3	302-302	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Gene F. Rose	Bolesław Sobociński. Axiomatization of a conjunctive-negative calculus of propositions. The journal of computing systems, vol. 1 no. 4 (1954), pp. 229–242.	1955	20	3	303-304	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Alan Ross Anderson	Takeo Sugihara. Strict implication free from implicational paradoxes. Memoirs of the Faculty of Liberal Arts, Fukui University, ser. 1 no. 4 (1955), pp. 55–59.	1955	20	3	303-303	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Anonymous. Problemas de “Theoria.” Problema n.° I.Theoria (Madrid), vol. 1 no. 1 (1952), p. 7.	1955	20	3	304-304	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
John G. Kemeny	Karl R. Popper. Degree of confirmation. The British journal for the philosophy of science, vol. 5 (1954–1955), pp. 143–149. - K. R. Popper. Errata and corrigenda. The British journal for the philosophy of science, vol. 5 (1954–1955), p. 359.	1955	20	3	304-305	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1955	20	3	305-308	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	List of officers and members of the Association for Symbolic Logic	1955	20	3	309-318	association record	editorial/association apparatus				metadata only; full text not reached
	JSL volume 20 issue 4 Cover and Front matter	1955	20	4	f1-f2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	Index of reviews	1955	20	4	319-334	review index	editorial/association apparatus				metadata only; full text not reached
